+------------------------------------------------------------------------+------------------------------+-----------------------------------------+---------------------------------------------+-----------------------------------------------+-----------------------------+-----------------------------------------+--------------------------------------------+----------------------------------------------+
|                                                                        | "callable" / "scope: global" | "callable_object" / "scope: global"     | "callable_object_closure" / "scope: global" | "callable_object_invokable" / "scope: global" | "callable" / "scope: local" | "callable_object" / "scope: local"      | "callable_object_closure" / "scope: local" | "callable_object_invokable" / "scope: local" |
| [ "PhpModuleDummy4", "__callStatic" ]                                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "PhpModuleDummy4", "__invoke" ]                                      | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "publicMethod" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "protectedMethod" ]                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "privateMethod" ]                    | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "publicStaticMethod" ]               | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "protectedStaticMethod" ]            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "privateStaticMethod" ]              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "__call" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "__callStatic" ]                     | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy1 }", "__invoke" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "publicMethod" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "protectedMethod" ]                  | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "privateMethod" ]                    | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "publicStaticMethod" ]               | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "protectedStaticMethod" ]            | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "privateStaticMethod" ]              | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "__call" ]                           | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "__callStatic" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy2 }", "__invoke" ]                         | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "publicMethod" ]                     | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "protectedMethod" ]                  | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "privateMethod" ]                    | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "publicStaticMethod" ]               | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "protectedStaticMethod" ]            | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "privateStaticMethod" ]              | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "__call" ]                           | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "__callStatic" ]                     | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object # PhpModuleDummy3 }", "__invoke" ]                         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "publicMethod" ]          | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "protectedMethod" ]       | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "privateMethod" ]         | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "publicStaticMethod" ]    | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "protectedStaticMethod" ] | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "privateStaticMethod" ]   | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "__call" ]                | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "__callStatic" ]          | FALSE                        | NULL                                    | NULL                                        | NULL                                          | FALSE                       | NULL                                    | NULL                                       | NULL                                         |
| [ "{ object(invokable) # PhpModuleDummy4 }", "__invoke" ]              | TRUE                         | NULL                                    | NULL                                        | NULL                                          | TRUE                        | NULL                                    | NULL                                       | NULL                                         |
+------------------------------------------------------------------------+------------------------------+-----------------------------------------+---------------------------------------------+-----------------------------------------------+-----------------------------+-----------------------------------------+--------------------------------------------+----------------------------------------------+

